part_number,spec_application,supplystatus_sort,capacitance_sort[pF],rvol,rvol_ac_list,opetemp-max,tcc,LWSize_mm_inch,size_thickness_max,tolerance,Type,caution,file_information,,
GRM21BR61A226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,85,X5R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GRM188R61A226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,85,X5R,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRT188R61A226ME13,IE|AIC|MeI,In Production,22000000,10,-,85,X5R,1608M/0603,1,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRT21BR61A226ME13,IE|AIC|MeI,In Production,22000000,10,-,85,X5R,2012M/0805,1.4,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
ZRB18AR61A226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,85,X5R,1608M/0603,1.2,±20%,Acoustic noise reduction (interposer),derating1,[n],[s],[t]
GRM158R61A226ME15,ME,In Production,22000000,10,-,85,X5R,1005M/0402,0.8,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM21BR61A226ME51,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,85,X5R,2012M/0805,1.4,±20%,General Purpose,derating1,[n],[s],[t]
ZRB188R61A226ME05,ME,In Production,22000000,10,-,85,X5R,1608M/0603,0.95,±20%,Acoustic noise reduction (interposer),derating1|mobile,[n],[s],[t]
GRM187R61A226ME15,ME,In Production,22000000,10,-,85,X5R,1608M/0603,0.8,±20%,General Purpose,derating1|mobile,[n],[s],[t]
ZRB18AR61C226ME01,ME,In Production,22000000,16,-,85,X5R,1608M/0603,1.2,±20%,Acoustic noise reduction (interposer),derating1|mobile,[n],[s],[t]
GRM21BR61C226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,85,X5R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GRT21BR61C226ME13,IE|AIC|MeI,In Production,22000000,16,-,85,X5R,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GCH31CR61C226ME11,MI,In Production,22000000,16,-,85,X5R,3216M/1206,1.9,±20%,Implantable medical device,,[n],[s],[t]
GRMJN7R61C226ME05,ME,In Production,22000000,16,-,85,X5R,1810M/0704,0.8,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GXT21BR61C226ME13,IE|AIC|MeI,In Production,22000000,16,-,85,X5R,2012M/0805,1.45,±20%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM319R61C226KE15,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,85,X5R,3216M/1206,0.95,±10%,General Purpose,derating1,[n],[s],[t]
GRM219R61C226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,85,X5R,2012M/0805,1,±20%,General Purpose,derating1,[n],[s],[t]
GRM319R61C226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,85,X5R,3216M/1206,0.95,±20%,General Purpose,derating1,[n],[s],[t]
GRT21BR61E226ME13,IE|AIC|MeI,In Production,22000000,25,-,85,X5R,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
KRM21FR61E226MFA1,CE|IE|MeI|ME,In Production,22000000,25,-,85,X5R,2012M/0805,2,±20%,Metal Terminal General,,[n],[s],[t]
GXT21BR61E226ME13,IE|AIC|MeI,In Production,22000000,25,-,85,X5R,2012M/0805,1.45,±20%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRT32ER61E226KE13,IE|AIC|MeI,In Production,22000000,25,-,85,X5R,3225M/1210,2.7,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BR61E226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,85,X5R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
ZRA21CR61E226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,85,X5R,2012M/0805,1.65,±20%,Acoustic noise reduction (interposer),,[n],[s],[t]
GRM188C60G226MEA0,CE|IE|AIC|MeI|ME,In Production,22000000,4,-,85,X5S,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GRM188C60J226MEA0,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,85,X5S,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRM155C80E226ME11,ME,In Production,22000000,2.5,-,105,X6S,1005M/0402,0.7,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM21BC80G226ME39,CE|IE|AIC|MeI|ME,In Production,22000000,4,-,105,X6S,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GRM188C80G226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,4,-,105,X6S,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GRT188C80G226ME13,IE|AIC|MeI,In Production,22000000,4,-,105,X6S,1608M/0603,1,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM158C80G226ME01,ME,In Production,22000000,4,-,105,X6S,1005M/0402,0.8,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM188C80J226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,105,X6S,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRM188C80J226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,105,X6S,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GRM21BC80J226ME51,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,105,X6S,2012M/0805,1.4,±20%,General Purpose,derating1,[n],[s],[t]
GRT188C80J226ME13,IE|AIC|MeI,In Production,22000000,6.3,-,105,X6S,1608M/0603,1,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRT21BC81A226ME13,IE|AIC|MeI,In Production,22000000,10,-,105,X6S,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BC81A226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,105,X6S,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GXT21BC81A226ME13,IE|AIC|MeI,In Production,22000000,10,-,105,X6S,2012M/0805,1.45,±20%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM188C81A226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,105,X6S,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRM21BC81C226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,105,X6S,2012M/0805,1.45,±20%,General Purpose,derating1,[n],[s],[t]
GRT31CC81C226KE01,IE|AIC|MeI,In Production,22000000,16,-,105,X6S,3216M/1206,1.8,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GXT31CC81C226KE01,IE|AIC|MeI,In Production,22000000,16,-,105,X6S,3216M/1206,1.8,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRT21BC81C226ME13,IE|AIC|MeI,In Production,22000000,16,-,105,X6S,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM32EC81E226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,105,X6S,3225M/1210,2.7,±20%,General Purpose,,[n],[s],[t]
GRM31CC81E226KE11,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,105,X6S,3216M/1206,1.9,±10%,General Purpose,,[n],[s],[t]
GRM32EC81E226KE15,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,105,X6S,3225M/1210,2.7,±10%,General Purpose,,[n],[s],[t]
GRM31CC81E226ME11,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,105,X6S,3216M/1206,1.9,±20%,General Purpose,,[n],[s],[t]
GRM31CR70J226ME19,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±20%,General Purpose,,[n],[s],[t]
GCJ31CR70J226KE01,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRT31CR70J226KE13,IE|AIC|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GGM31CR70J226KE23,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GRJ31CR70J226ME12,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode,,[n],[s],[t]
GCM31CR70J226KE26,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRJ31CR70J226KE12,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode,,[n],[s],[t]
GCM31CR70J226ME23,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM31CR70J226ME26,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±20%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM21BZ70J226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GCJ31CR70J226ME01,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM31CR70J226KE19,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7R,3216M/1206,1.8,±10%,General Purpose,,[n],[s],[t]
GCJ31CR71A226KE01,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM32ER71A226ME12,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3225M/1210,2.7,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ31CR71A226ME01,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM32ER71A226KE12,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3225M/1210,2.7,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM21BZ71A226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7R,2012M/0805,1.45,±20%,General Purpose,derating1,[n],[s],[t]
GCM31CR71A226KE02,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GGM31CR71A226KE02,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3216M/1206,1.8,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GGM32ER71A226KE12,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3225M/1210,2.7,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCM31CR71A226KE01,AIC|APS|MeI,In Production,22000000,10,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM31CR71A226KE15,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7R,3216M/1206,1.8,±10%,General Purpose,,[n],[s],[t]
GCH32ER71A226KE01,MI,In Production,22000000,10,-,125,X7R,3225M/1210,2.7,±10%,Implantable medical device,,[n],[s],[t]
GRJ31CR71A226ME12,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode,,[n],[s],[t]
GRJ31CR71A226KE12,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode,,[n],[s],[t]
GRM31CR71A226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7R,3216M/1206,1.8,±20%,General Purpose,,[n],[s],[t]
GRM32ER71C226MEA8,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±20%,General Purpose,,[n],[s],[t]
GCJ32ER71C226ME01,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.8,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GGM32ER71C226KE19,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCM32ER71C226ME15,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±20%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM31CZ71C226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,125,X7R,3216M/1206,1.9,±20%,General Purpose,,[n],[s],[t]
GCM32ER71C226KE19,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ32ER71C226KE01,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.8,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM32ER71C226KEA8,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±10%,General Purpose,,[n],[s],[t]
GCM32ER71C226ME19,AIC|APS|MeI,In Production,22000000,16,-,125,X7R,3225M/1210,2.7,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
KRM55QR71E226KH01,CE|IE|MeI|ME,In Production,22000000,25,-,125,X7R,5750M/2220,3.9,±10%,Metal Terminal General,,[n],[s],[t]
GRM32ER71E226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,125,X7R,3225M/1210,2.7,±20%,General Purpose,,[n],[s],[t]
KCM55QR71E226KH01,AIC|APS|MeI,In Production,22000000,25,-,125,X7R,5750M/2220,3.9,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
GRM32ER71E226KE15,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,125,X7R,3225M/1210,2.7,±10%,General Purpose,,[n],[s],[t]
KCM55QR7YA226KH01,AIC|APS|MeI,In Production,22000000,35,-,125,X7R,5750M/2220,3.9,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55QR7YA226KH01,CE|IE|MeI|ME,In Production,22000000,35,-,125,X7R,5750M/2220,3.9,±10%,Metal Terminal General,,[n],[s],[t]
KRM55QR71H226KH13,CE|IE|MeI|ME,In Production,22000000,50,-,125,X7R,5750M/2220,3.9,±10%,Metal Terminal General,,[n],[s],[t]
KCM55QR71H226KH13,AIC|APS|MeI,In Production,22000000,50,-,125,X7R,5750M/2220,3.9,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KCM55WR71J226MH01,AIC|APS|MeI,In Production,22000000,63,-,125,X7R,5750M/2220,6.7,±20%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55WR71J226MH01,CE|IE|MeI|ME,In Production,22000000,63,-,125,X7R,5750M/2220,6.7,±20%,Metal Terminal General,,[n],[s],[t]
KCM55WR72A226MH01,AIC|APS|MeI,In Production,22000000,100,-,125,X7R,5750M/2220,6.7,±20%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55WR72A226MH01,CE|IE|MeI|ME,In Production,22000000,100,-,125,X7R,5750M/2220,6.7,±20%,Metal Terminal General,,[n],[s],[t]
GCM31CC71C226ME35,AIC|APS|MeI,In Production,22000000,16,-,125,X7S,3216M/1206,1.9,±20%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM31CC71C226ME11,CE|IE|AIC|MeI|ME,In Production,22000000,16,-,125,X7S,3216M/1206,1.9,±20%,General Purpose,,[n],[s],[t]
GRT31CC71C226ME13,IE|AIC|MeI,In Production,22000000,16,-,125,X7S,3216M/1206,1.9,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GCJ31CC71C226ME02,AIC|APS|MeI,In Production,22000000,16,-,125,X7S,3216M/1206,2,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM31CC71C226ME36,AIC|APS|MeI,In Production,22000000,16,-,125,X7S,3216M/1206,1.9,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM31CC71E226ME36,AIC|APS|MeI,In Production,22000000,25,-,125,X7S,3216M/1206,1.9,±20%,Powertrain/Safety for Automotive [AEC-Q200],derating7,[n],[s],[t]
GCJ32EC71E226KE02,AIC|APS|MeI,In Production,22000000,25,-,125,X7S,3225M/1210,2.85,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM32EC71E226KE36,AIC|APS|MeI,In Production,22000000,25,-,125,X7S,3225M/1210,2.85,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRT31CC71E226ME13,IE|AIC|MeI,In Production,22000000,25,-,125,X7S,3216M/1206,1.9,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRJ32EC71E226KE11,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,125,X7S,3225M/1210,2.85,±10%,Resin external electrode,,[n],[s],[t]
GCM32EC71E226KE35,AIC|APS|MeI,In Production,22000000,25,-,125,X7S,3225M/1210,2.85,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM31CC71E226ME15,CE|IE|AIC|MeI|ME,In Production,22000000,25,-,125,X7S,3216M/1206,1.9,±20%,General Purpose,,[n],[s],[t]
KRT31LC71E226MH01,IE|AIC|MeI,In Production,22000000,25,-,125,X7S,3216M/1206,3,±20%,Metal terminal/ Automotive [AEC-Q200],derating1,[n],[s],[t]
GCM188D70E226ME35,AIC|APS|MeI,In Production,22000000,2.5,-,125,X7T,1608M/0603,1,±20%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM188D70E226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,2.5,-,125,X7T,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GCJ188D70E226ME02,AIC|APS|MeI,In Production,22000000,2.5,-,125,X7T,1608M/0603,1.05,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM188D70E226ME36,AIC|APS|MeI,In Production,22000000,2.5,-,125,X7T,1608M/0603,1,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM188D70G226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,4,-,125,X7T,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GCM188D70G226MEC4,AIC|APS|MeI,In Production,22000000,4,-,125,X7T,1608M/0603,1,±20%,Powertrain/Safety for Automotive [AEC-Q200],derating7,[n],[s],[t]
GCM21BD70G226ME36,AIC|APS|MeI,In Production,22000000,4,-,125,X7T,2012M/0805,1.45,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ21BD70J226ME02,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7T,2012M/0805,1.5,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRT21BD70J226ME13,IE|AIC|MeI,In Production,22000000,6.3,-,125,X7T,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BD70J226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7T,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GGM31CD70J226KE02,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7T,3216M/1206,1.8,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCM21BD70J226ME36,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7T,2012M/0805,1.45,±20%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM21BD70J226ME35,AIC|APS|MeI,In Production,22000000,6.3,-,125,X7T,2012M/0805,1.45,±20%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM188D70J226ME01,CE|IE|AIC|MeI|ME,In Production,22000000,6.3,-,125,X7T,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRT21BD71A226ME13,IE|AIC|MeI,In Production,22000000,10,-,125,X7T,2012M/0805,1.45,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BD71A226ME44,CE|IE|AIC|MeI|ME,In Production,22000000,10,-,125,X7T,2012M/0805,1.45,±20%,General Purpose,derating1,[n],[s],[t]
GRM21BE70G226ME51,CE|IE|AIC|MeI|ME,In Production,22000000,4,-,125,X7U,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GCJ31CL8ED226KE07,AIC|APS|MeI,In Production,22000000,10,-,150,X8L,3216M/1206,1.9,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],derating4,[n],[s],[t]
GCJ32EL8EF226KE08,AIC|APS|MeI,In Production,22000000,25,-,150,X8L,3225M/1210,2.85,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],derating4,[n],[s],[t]
GCM32EL8EF226KE08,AIC|APS|MeI,In Production,22000000,25,-,150,X8L,3225M/1210,2.85,±10%,Powertrain/Safety for Automotive [AEC-Q200],derating4,[n],[s],[t]
GCM188N8EA226ME08,AIC|APS|MeI,In Production,22000000,2.5,-,150,X8N,1608M/0603,1,±20%,Powertrain/Safety for Automotive [AEC-Q200],derating4,[n],[s],[t]
GRMJN7R61C206ME05,ME,In Production,20000000,16,-,85,X5R,1810M/0704,0.8,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM155R60G186ME01,ME,In Production,18000000,4,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,mobile,[n],[s],[t]
GRM155R60J186ME01,ME,In Production,18000000,6.3,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,derating1|mobile,[n],[s],[t]
KCM55QR7YA176KH01,AIC|APS|MeI,In Production,17000000,35,-,125,X7R,5750M/2220,3.9,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55QR7YA176KH01,CE|IE|MeI|ME,In Production,17000000,35,-,125,X7R,5750M/2220,3.9,±10%,Metal Terminal General,,[n],[s],[t]
KRM55QR71H176KH01,CE|IE|MeI|ME,In Production,17000000,50,-,125,X7R,5750M/2220,3.9,±10%,Metal Terminal General,,[n],[s],[t]
KCM55QR71H176KH01,AIC|APS|MeI,In Production,17000000,50,-,125,X7R,5750M/2220,3.9,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
GRM155R60G156ME01,ME,In Production,15000000,4,-,85,X5R,1005M/0402,0.5,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM155R60G156ME15,ME,In Production,15000000,4,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,mobile,[n],[s],[t]
GRT31CR60J156KE01,IE|AIC|MeI,In Production,15000000,6.3,-,85,X5R,3216M/1206,1.8,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM155R60J156ME15,ME,In Production,15000000,6.3,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM155C80E156ME01,CE|IE|AIC|MeI|ME,In Production,15000000,2.5,-,105,X6S,1005M/0402,0.5,±20%,General Purpose,derating1,[n],[s],[t]
GRM155C80G156ME05,ME,In Production,15000000,4,-,105,X6S,1005M/0402,0.65,±20%,General Purpose,derating1|mobile,[n],[s],[t]
KRM55LR71E156KH01,CE|IE|MeI|ME,In Production,15000000,25,-,125,X7R,5750M/2220,3,±10%,Metal Terminal General,,[n],[s],[t]
KCM55LR71E156KH01,AIC|APS|MeI,In Production,15000000,25,-,125,X7R,5750M/2220,3,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55LR7YA156KH01,CE|IE|MeI|ME,In Production,15000000,35,-,125,X7R,5750M/2220,3,±10%,Metal Terminal General,,[n],[s],[t]
KCM55LR7YA156KH01,AIC|APS|MeI,In Production,15000000,35,-,125,X7R,5750M/2220,3,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM55WR72A156MH01,CE|IE|MeI|ME,In Production,15000000,100,-,125,X7R,5750M/2220,6.7,±20%,Metal Terminal General,,[n],[s],[t]
KCM55WR72A156MH01,AIC|APS|MeI,In Production,15000000,100,-,125,X7R,5750M/2220,6.7,±20%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
GRM188B30G106ME46,CE|IE|AIC|MeI|ME,In Production,10000000,4,-,85,B,1608M/0603,0.9,±20%,General Purpose,,[n],[s],[t]
GRM188B30J106ME47,CE|IE|AIC|MeI|ME,In Production,10000000,6.3,-,85,B,1608M/0603,0.9,±20%,General Purpose,,[n],[s],[t]
GRM188B31A106KE69,CE|IE|AIC|MeI|ME,In Production,10000000,10,-,85,B,1608M/0603,0.95,±10%,General Purpose,derating1,[n],[s],[t]
GRM188B31A106ME69,CE|IE|AIC|MeI|ME,In Production,10000000,10,-,85,B,1608M/0603,0.95,±20%,General Purpose,derating1,[n],[s],[t]
GRM21BB31C106ME15,CE|IE|AIC|MeI|ME,In Production,10000000,16,-,85,B,2012M/0805,1.35,±20%,General Purpose,,[n],[s],[t]
GRM21BB31C106KE15,CE|IE|AIC|MeI|ME,In Production,10000000,16,-,85,B,2012M/0805,1.35,±10%,General Purpose,,[n],[s],[t]
GRM21BB31E106KA73,CE|IE|AIC|MeI|ME,In Production,10000000,25,-,85,B,2012M/0805,1.4,±10%,General Purpose,,[n],[s],[t]
GRM21BB31E106MA73,CE|IE|AIC|MeI|ME,In Production,10000000,25,-,85,B,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GCM31CR11A106KA49,AIC|APS|MeI,In Production,10000000,10,-,125,R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GCM32DR11C106KA01,AIC|APS|MeI,In Production,10000000,16,-,125,R,3225M/1210,2.2,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM155R60E106ME16,CE|IE|AIC|MeI|ME,In Production,10000000,2.5,-,85,X5R,1005M/0402,0.7,±20%,General Purpose,,[n],[s],[t]
GRM155R60G106ME47,ME,In Production,10000000,4,-,85,X5R,1005M/0402,0.5,±20%,General Purpose,mobile,[n],[s],[t]
GRM185R60G106ME15,CE|IE|AIC|MeI|ME,In Production,10000000,4,-,85,X5R,1608M/0603,0.5,±20%,General Purpose,,[n],[s],[t]
GRT188R60G106ME13,IE|AIC|MeI,In Production,10000000,4,-,85,X5R,1608M/0603,0.9,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GXT188R60G106ME13,IE|AIC|MeI,In Production,10000000,4,-,85,X5R,1608M/0603,0.9,±20%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM155R60G106ME01,CE|IE|AIC|MeI|ME,In Production,10000000,4,-,85,X5R,1005M/0402,0.7,±20%,General Purpose,,[n],[s],[t]
GRM035R60G106ME01,ME,In Production,10000000,4,-,85,X5R,0603M/0201,0.55,±20%,Ultra-small,derating1|mobile,[n],[s],[t]
