Manufacturer,MfrPartName,TChar,Capacitance,VoltageRatedDC,Volume,Package,C_Cv,V_Cv,C0,Cr,Vr,Cr_n,Er,Ce,EnergyDensity
TDK,CGA6M3X8R2A474K200AE Equiv. C3225X8R2A474K for Auto,X8R,470nF,100,1.84E-08,1210,[4.7e-07 4.83411e-07 4.83423e-07 4.81219e-07 4.74155e-07 4.58047e-07 4.34393e-07 3.9157e-07 3.15448e-07 2.50279e-07],[0 4 6.3 10 16 25 35 50 75 100],4.70E-07,2.50E-07,100,0.532508511,0.001703912,3.41E-07,92603.92539
TDK,CGA6M3X8R2A474M200AB Equiv. C3225X8R2A474M for Auto,X8R,470nF,100,1.76E-08,1210,[4.7e-07 4.83411e-07 4.83423e-07 4.81219e-07 4.74155e-07 4.58047e-07 4.34393e-07 3.9157e-07 3.15448e-07 2.50279e-07],[0 4 6.3 10 16 25 35 50 75 100],4.70E-07,2.50E-07,100,0.532508511,0.001703912,3.41E-07,96813.19472
TDK,CGA6M3X8R2A474M200AD Equiv. C3225X8R2A474M for Auto,X8R,470nF,100,1.76E-08,1210,[4.7e-07 4.83411e-07 4.83423e-07 4.81219e-07 4.74155e-07 4.58047e-07 4.34393e-07 3.9157e-07 3.15448e-07 2.50279e-07],[0 4 6.3 10 16 25 35 50 75 100],4.70E-07,2.50E-07,100,0.532508511,0.001703912,3.41E-07,96813.19472
TDK,CGA6M3X8R2A474M200AE Equiv. C3225X8R2A474M for Auto,X8R,470nF,100,1.84E-08,1210,[4.7e-07 4.83411e-07 4.83423e-07 4.81219e-07 4.74155e-07 4.58047e-07 4.34393e-07 3.9157e-07 3.15448e-07 2.50279e-07],[0 4 6.3 10 16 25 35 50 75 100],4.70E-07,2.50E-07,100,0.532508511,0.001703912,3.41E-07,92603.92539
TDK,CGA6M4X7R2J473K200AA Equiv. C3225X7R2J473K for Auto,X7R,47nF,630,1.76E-08,1210,[4.7e-08 4.7476e-08 4.74726e-08 4.75711e-08 4.75699e-08 4.75428e-08 4.7432e-08 4.70306e-08 4.64623e-08 4.57444e-08 4.45381e-08 4.27472e-08 4.02458e-08 3.66193e-08 3.19864e-08 2.78246e-08 2.13411e-08 1.67438e-08 1.35005e-08 9.59991e-09 7.38415e-09 5.71078e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,5.71E-09,630,0.121505957,0.002280662,1.15E-08,129583.0853
TDK,CGA6M4X7R2J473K200AE Equiv. C3225X7R2J473K for Auto,X7R,47nF,630,1.84E-08,1210,[4.7e-08 4.7476e-08 4.74726e-08 4.75711e-08 4.75699e-08 4.75428e-08 4.7432e-08 4.70306e-08 4.64623e-08 4.57444e-08 4.45381e-08 4.27472e-08 4.02458e-08 3.66193e-08 3.19864e-08 2.78246e-08 2.13411e-08 1.67438e-08 1.35005e-08 9.59991e-09 7.38415e-09 5.71078e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,5.71E-09,630,0.121505957,0.002280662,1.15E-08,123949.0381
TDK,CGA6M4X7R2J473M200AA Equiv. C3225X7R2J473M for Auto,X7R,47nF,630,1.76E-08,1210,[4.7e-08 4.7476e-08 4.74726e-08 4.75711e-08 4.75699e-08 4.75428e-08 4.7432e-08 4.70306e-08 4.64623e-08 4.57444e-08 4.45381e-08 4.27472e-08 4.02458e-08 3.66193e-08 3.19864e-08 2.78246e-08 2.13411e-08 1.67438e-08 1.35005e-08 9.59991e-09 7.38415e-09 5.71078e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,5.71E-09,630,0.121505957,0.002280662,1.15E-08,129583.0853
TDK,CGA6M4X7R2J473M200AE Equiv. C3225X7R2J473M for Auto,X7R,47nF,630,1.84E-08,1210,[4.7e-08 4.7476e-08 4.74726e-08 4.75711e-08 4.75699e-08 4.75428e-08 4.7432e-08 4.70306e-08 4.64623e-08 4.57444e-08 4.45381e-08 4.27472e-08 4.02458e-08 3.66193e-08 3.19864e-08 2.78246e-08 2.13411e-08 1.67438e-08 1.35005e-08 9.59991e-09 7.38415e-09 5.71078e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,5.71E-09,630,0.121505957,0.002280662,1.15E-08,123949.0381
TDK,CGA6M4X7R2J683K200AA Equiv. C3225X7R2J683K for Auto,X7R,68nF,630,1.76E-08,1210,[6.8e-08 6.89462e-08 6.90425e-08 6.93075e-08 6.94284e-08 6.95115e-08 6.94308e-08 6.89269e-08 6.81616e-08 6.71723e-08 6.45235e-08 6.19373e-08 5.8475e-08 5.38128e-08 4.70592e-08 4.0682e-08 3.10332e-08 2.43128e-08 1.95736e-08 1.39097e-08 1.06952e-08 8.25942e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],6.80E-08,8.26E-09,630,0.121462059,0.003312491,1.67E-08,188209.7103
TDK,CGA6M4X7R2J683K200AE Equiv. C3225X7R2J683K for Auto,X7R,68nF,630,1.84E-08,1210,[6.8e-08 6.89462e-08 6.90425e-08 6.93075e-08 6.94284e-08 6.95115e-08 6.94308e-08 6.89269e-08 6.81616e-08 6.71723e-08 6.45235e-08 6.19373e-08 5.8475e-08 5.38128e-08 4.70592e-08 4.0682e-08 3.10332e-08 2.43128e-08 1.95736e-08 1.39097e-08 1.06952e-08 8.25942e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],6.80E-08,8.26E-09,630,0.121462059,0.003312491,1.67E-08,180026.6794
TDK,CGA6M4X7R2J683M200AA Equiv. C3225X7R2J683M for Auto,X7R,68nF,630,1.76E-08,1210,[6.8e-08 6.89462e-08 6.90425e-08 6.93075e-08 6.94284e-08 6.95115e-08 6.94308e-08 6.89269e-08 6.81616e-08 6.71723e-08 6.45235e-08 6.19373e-08 5.8475e-08 5.38128e-08 4.70592e-08 4.0682e-08 3.10332e-08 2.43128e-08 1.95736e-08 1.39097e-08 1.06952e-08 8.25942e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],6.80E-08,8.26E-09,630,0.121462059,0.003312491,1.67E-08,188209.7103
TDK,CGA6M4X7R2J683M200AE Equiv. C3225X7R2J683M for Auto,X7R,68nF,630,1.84E-08,1210,[6.8e-08 6.89462e-08 6.90425e-08 6.93075e-08 6.94284e-08 6.95115e-08 6.94308e-08 6.89269e-08 6.81616e-08 6.71723e-08 6.45235e-08 6.19373e-08 5.8475e-08 5.38128e-08 4.70592e-08 4.0682e-08 3.10332e-08 2.43128e-08 1.95736e-08 1.39097e-08 1.06952e-08 8.25942e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],6.80E-08,8.26E-09,630,0.121462059,0.003312491,1.67E-08,180026.6794
TDK,CGA6M4X7T2W224K200AA Equiv. C3225X7T2W224K for Auto,X7T,220nF,450,1.76E-08,1210,[2.2e-07 2.23151e-07 2.23584e-07 2.24301e-07 2.24492e-07 2.24472e-07 2.23631e-07 2.21051e-07 2.18528e-07 2.13755e-07 2.07435e-07 1.97256e-07 1.85926e-07 1.70854e-07 1.53283e-07 1.37691e-07 1.13509e-07 9.60588e-08 8.31394e-08 6.57678e-08 5.94699e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],2.20E-07,5.95E-08,450,0.270317727,0.009303551,9.19E-08,528610.8505
TDK,CGA6M4X7T2W224K200AE Equiv. C3225X7T2W224K for Auto,X7T,220nF,450,1.84E-08,1210,[2.2e-07 2.23151e-07 2.23584e-07 2.24301e-07 2.24492e-07 2.24472e-07 2.23631e-07 2.21051e-07 2.18528e-07 2.13755e-07 2.07435e-07 1.97256e-07 1.85926e-07 1.70854e-07 1.53283e-07 1.37691e-07 1.13509e-07 9.60588e-08 8.31394e-08 6.57678e-08 5.94699e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],2.20E-07,5.95E-08,450,0.270317727,0.009303551,9.19E-08,505627.7701
TDK,CGA6M4X7T2W224M200AA Equiv. C3225X7T2W224M for Auto,X7T,220nF,450,1.76E-08,1210,[2.2e-07 2.23151e-07 2.23584e-07 2.24301e-07 2.24492e-07 2.24472e-07 2.23631e-07 2.21051e-07 2.18528e-07 2.13755e-07 2.07435e-07 1.97256e-07 1.85926e-07 1.70854e-07 1.53283e-07 1.37691e-07 1.13509e-07 9.60588e-08 8.31394e-08 6.57678e-08 5.94699e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],2.20E-07,5.95E-08,450,0.270317727,0.009303551,9.19E-08,528610.8505
TDK,CGA6M4X7T2W224M200AE Equiv. C3225X7T2W224M for Auto,X7T,220nF,450,1.84E-08,1210,[2.2e-07 2.23151e-07 2.23584e-07 2.24301e-07 2.24492e-07 2.24472e-07 2.23631e-07 2.21051e-07 2.18528e-07 2.13755e-07 2.07435e-07 1.97256e-07 1.85926e-07 1.70854e-07 1.53283e-07 1.37691e-07 1.13509e-07 9.60588e-08 8.31394e-08 6.57678e-08 5.94699e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],2.20E-07,5.95E-08,450,0.270317727,0.009303551,9.19E-08,505627.7701
TDK,CGA6N3X7R2A225K230AB Equiv. C3225X7R2A225K for Auto,X7R,2.2μF,100,2.00E-08,1210,[2.2e-06 2.23274e-06 2.22197e-06 2.20996e-06 2.17807e-06 2.10511e-06 1.94988e-06 1.67185e-06 1.50938e-06 1.20269e-06 9.53519e-07 6.94523e-07 5.29611e-07 3.99014e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],2.20E-06,3.99E-07,100,0.18137,0.003942293,7.88E-07,197114.6725
TDK,CGA6N3X7R2A225K230AE Equiv. C3225X7R2A225K for Auto,X7R,2.2μF,100,2.08E-08,1210,[2.18372e-06 2.24877e-06 2.22629e-06 2.16127e-06 2.00456e-06 1.70618e-06 1.37187e-06 9.93297e-07 6.46242e-07 4.68361e-07],[0 4 6.3 10 16 25 35 50 75 100],2.18E-06,4.68E-07,100,0.214478505,0.004236163,8.47E-07,203661.6592
TDK,CGA6N3X7R2A225M230AB Equiv. C3225X7R2A225M for Auto,X7R,2.2μF,100,2.00E-08,1210,[2.18372e-06 2.24877e-06 2.22629e-06 2.16127e-06 2.00456e-06 1.70618e-06 1.37187e-06 9.93297e-07 6.46242e-07 4.68361e-07],[0 4 6.3 10 16 25 35 50 75 100],2.18E-06,4.68E-07,100,0.214478505,0.004236163,8.47E-07,211808.1255
TDK,CGA6N3X7R2A225M230AE Equiv. C3225X7R2A225M for Auto,X7R,2.2μF,100,2.08E-08,1210,[2.18372e-06 2.24877e-06 2.22629e-06 2.16127e-06 2.00456e-06 1.70618e-06 1.37187e-06 9.93297e-07 6.46242e-07 4.68361e-07],[0 4 6.3 10 16 25 35 50 75 100],2.18E-06,4.68E-07,100,0.214478505,0.004236163,8.47E-07,203661.6592
TDK,CGA6N3X7S1H475K230AE Equiv. C3225X7S1H475K for Auto,X7S,4.7μF,50,2.08E-08,1210,[4.7e-06 4.77683e-06 4.78098e-06 4.78829e-06 4.75957e-06 4.73292e-06 4.68427e-06 4.60318e-06 4.48763e-06 4.32452e-06 4.0725e-06 3.3639e-06 2.96344e-06 2.30666e-06 1.74772e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],4.70E-06,1.75E-06,50,0.371855319,0.00350057,2.80E-06,168296.6178
TDK,CGA6N3X7S1H475M230AE Equiv. C3225X7S1H475M for Auto,X7S,4.7μF,50,2.08E-08,1210,[4.7e-06 4.77683e-06 4.78098e-06 4.78829e-06 4.75957e-06 4.73292e-06 4.68427e-06 4.60318e-06 4.48763e-06 4.32452e-06 4.0725e-06 3.3639e-06 2.96344e-06 2.30666e-06 1.74772e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],4.70E-06,1.75E-06,50,0.371855319,0.00350057,2.80E-06,168296.6178
TDK,CGA6P1X7R1C226M250AC Equiv. C3225X7R1C226M for Auto,X7R,22μF,16,2.24E-08,1210,[2.2e-05 2.19526e-05 2.18204e-05 2.14242e-05 2.1001e-05 2.04003e-05 1.94177e-05 1.78814e-05 1.58936e-05 1.3451e-05 1.05681e-05],[0 1 2 3.15 4 5 6.3 8 10 12.5 16],2.20E-05,1.06E-05,16,0.480368182,0.001945871,1.52E-05,86869.25465
TDK,CGA6P1X7R1E106K250AC Equiv. C3225X7R1E106K for Auto,X7R,10μF,25,2.24E-08,1210,[1e-05 1.00775e-05 1.01022e-05 1.00264e-05 9.89307e-06 9.73801e-06 9.46939e-06 9.03066e-06 8.41498e-06 7.56225e-06 6.36819e-06 4.1061e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,4.11E-06,25,0.41061,0.001959303,6.27E-06,87468.89662
TDK,CGA6P1X7R1E106M250AC Equiv. C3225X7R1E106M for Auto,X7R,10μF,25,2.24E-08,1210,[1e-05 1.00775e-05 1.01022e-05 1.00264e-05 9.89307e-06 9.73801e-06 9.46939e-06 9.03066e-06 8.41498e-06 7.56225e-06 6.36819e-06 4.1061e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,4.11E-06,25,0.41061,0.001959303,6.27E-06,87468.89662
TDK,CGA6P1X7R1N106K250AC Equiv. C3225X7R1N106K for Auto,X7R,10μF,75,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06 1.25882e-06],[0 4 6.3 10 16 25 35 50 75],1.00E-05,1.26E-06,75,0.125621963,0.007153077,2.54E-06,319333.7996
TDK,CGA6P1X7R1N106M250AC Equiv. C3225X7R1N106M for Auto,X7R,10μF,75,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06 1.25882e-06],[0 4 6.3 10 16 25 35 50 75],1.00E-05,1.26E-06,75,0.125621963,0.007153077,2.54E-06,319333.7996
TDK,CGA6P1X7S0J336M250AC Equiv. C3225X7S0J336M for Auto,X7S,33μF,6.3,2.24E-08,1210,[3.3e-05 3.21668e-05 3.02906e-05 2.6967e-05 2.42774e-05 2.12716e-05 1.78857e-05],[0 1 2 3.15 4 5 6.3],3.30E-05,1.79E-05,6.3,0.541990909,0.000470978,2.37E-05,21025.8029
TDK,CGA6P1X7S0J476M250AC Equiv. C3225X7S0J476M for Auto,X7S,47μF,6.3,2.28E-08,1210,[4.35465e-05 4.41682e-05 4.13675e-05 3.62458e-05 3.22919e-05 2.79819e-05 2.32212e-05],[0 1 2 3.15 4 5 6.3],4.35E-05,2.32E-05,6.3,0.533250663,0.00062734,3.16E-05,27514.89972
TDK,CGA6P1X7S1A476M250AC Equiv. C3225X7S1A476M for Auto,X7S,47μF,10,2.24E-08,1210,[5.04153e-05 5.13475e-05 5.03649e-05 4.93536e-05 4.79949e-05 4.5708e-05 4.28003e-05 3.88853e-05 3.38624e-05 2.8412e-05],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],5.04E-05,2.84E-05,10,0.563559078,0.001888128,3.78E-05,84291.41719
TDK,CGA6P1X7T0G107M250AC Equiv. C3225X7T0G107M for Auto,X7T,100μF,4,2.32E-08,1210,[9.9138e-05 9.471e-05 8.0725e-05 7.1926e-05 6.2172e-05 5.2627e-05],[0 1 2 2.5 3.2 4],9.91E-05,5.26E-05,4,0.530845892,0.000564387,7.05E-05,24327.01267
TDK,CGA6P1X8L1C226M250AC Equiv. C3225X8L1C226M for Auto,X8L,22μF,16,2.24E-08,1210,[2.2e-05 2.31167e-05 2.2987e-05 2.27935e-05 2.25891e-05 2.23021e-05 2.16426e-05 2.08153e-05 1.95807e-05 1.79755e-05 1.60509e-05 1.33151e-05],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],2.20E-05,1.33E-05,16,0.605231818,0.002228248,1.74E-05,99475.377
TDK,CGA6P1X8R1E106K250AC Equiv. C3225X8R1E106K for Auto,X8R,10μF,25,2.24E-08,1210,[1e-05 1.01155e-05 1.01265e-05 1.01103e-05 1.00778e-05 1.00095e-05 9.90175e-06 9.72769e-06 9.45233e-06 9.0721e-06 8.54329e-06 7.75509e-06 5.83242e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,5.83E-06,25,0.583242,0.002368758,7.58E-06,105748.1135
TDK,CGA6P1X8R1E106K250AE Equiv. C3225X8R1E106K for Auto,X8R,10μF,25,2.24E-08,1210,[1e-05 1.01155e-05 1.01265e-05 1.01103e-05 1.00778e-05 1.00095e-05 9.90175e-06 9.72769e-06 9.45233e-06 9.0721e-06 8.54329e-06 7.75509e-06 5.83242e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,5.83E-06,25,0.583242,0.002368758,7.58E-06,105748.1135
TDK,CGA6P1X8R1E106M250AC Equiv. C3225X8R1E106M for Auto,X8R,10μF,25,2.24E-08,1210,[1e-05 1.01155e-05 1.01265e-05 1.01103e-05 1.00778e-05 1.00095e-05 9.90175e-06 9.72769e-06 9.45233e-06 9.0721e-06 8.54329e-06 7.75509e-06 5.83242e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,5.83E-06,25,0.583242,0.002368758,7.58E-06,105748.1135
TDK,CGA6P1X8R1E106M250AE Equiv. C3225X8R1E106M for Auto,X8R,10μF,25,2.24E-08,1210,[1e-05 1.01155e-05 1.01265e-05 1.01103e-05 1.00778e-05 1.00095e-05 9.90175e-06 9.72769e-06 9.45233e-06 9.0721e-06 8.54329e-06 7.75509e-06 5.83242e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,5.83E-06,25,0.583242,0.002368758,7.58E-06,105748.1135
TDK,CGA6P2X8R1E335K250AA Equiv. C3225X8R1E335K for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P2X8R1E335K250AD Equiv. C3225X8R1E335K for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P2X8R1E335K250AE Equiv. C3225X8R1E335K for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P2X8R1E335M250AA Equiv. C3225X8R1E335M for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P2X8R1E335M250AD Equiv. C3225X8R1E335M for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P2X8R1E335M250AE Equiv. C3225X8R1E335M for Auto,X8R,3.3μF,25,2.24E-08,1210,[3.3e-06 3.42212e-06 3.41509e-06 3.41491e-06 3.39632e-06 3.37853e-06 3.35278e-06 3.27642e-06 3.16867e-06 3.00771e-06 2.76795e-06 2.18867e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25],3.30E-06,2.19E-06,25,0.663233333,0.000848116,2.71E-06,37862.31555
TDK,CGA6P3X7R1C156M250AB Equiv. C3225X7R1C156M for Auto,X7R,15μF,16,2.24E-08,1210,[1.5e-05 1.53807e-05 1.512e-05 1.4468e-05 1.38434e-05 1.30084e-05 1.18535e-05 1.03602e-05 8.79013e-06 7.24938e-06 5.64258e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16],1.50E-05,5.64E-06,16,0.376172,0.001117095,8.73E-06,49870.33111
TDK,CGA6P3X7R1E226M250AB Equiv. C3225X7R1E226M for Auto,X7R,22μF,25,2.24E-08,1210,[2.2e-05 2.24725e-05 2.23344e-05 2.21506e-05 2.19009e-05 2.14589e-05 2.08306e-05 1.98949e-05 1.85481e-05 1.68771e-05 1.4818e-05 1.22001e-05 7.63764e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],2.20E-05,7.64E-06,25,0.347165455,0.003830937,1.23E-05,171023.9685
TDK,CGA6P3X7R1E226M250AE Equiv. C3225X7R1E226M for Auto,X7R,22μF,25,2.24E-08,1210,[2.2e-05 2.24725e-05 2.23344e-05 2.21506e-05 2.19009e-05 2.14589e-05 2.08306e-05 1.98949e-05 1.85481e-05 1.68771e-05 1.4818e-05 1.22001e-05 7.63764e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],2.20E-05,7.64E-06,25,0.347165455,0.003830937,1.23E-05,171023.9685
TDK,CGA6P3X7R1E685K250AB Equiv. C3225X7R1E685K for Auto,X7R,6.8μF,25,2.24E-08,1210,[6.8e-06 6.89846e-06 6.88317e-06 6.84217e-06 6.77312e-06 6.63282e-06 6.41483e-06 6.08046e-06 5.59653e-06 5.00445e-06 4.3172e-06 3.53334e-06 2.34878e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],6.80E-06,2.35E-06,25,0.345408824,0.001139224,3.65E-06,50858.20531
TDK,CGA6P3X7R1E685M250AB Equiv. C3225X7R1E685M for Auto,X7R,6.8μF,25,2.24E-08,1210,[6.8e-06 6.89846e-06 6.88317e-06 6.84217e-06 6.77312e-06 6.63282e-06 6.41483e-06 6.08046e-06 5.59653e-06 5.00445e-06 4.3172e-06 3.53334e-06 2.34878e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],6.80E-06,2.35E-06,25,0.345408824,0.001139224,3.65E-06,50858.20531
TDK,CGA6P3X7R1H335K250AB Equiv. C3225X7R1H335K for Auto,X7R,3.3μF,50,2.24E-08,1210,[3.3e-06 3.41232e-06 3.4025e-06 3.39218e-06 3.36191e-06 3.32948e-06 3.27308e-06 3.1039e-06 2.94759e-06 2.75258e-06 2.47094e-06 1.83766e-06 1.58254e-06 1.2032e-06 9.53564e-07],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],3.30E-06,9.54E-07,50,0.288958788,0.001953026,1.56E-06,87188.67752
TDK,CGA6P3X7R1H335M250AB Equiv. C3225X7R1H335M for Auto,X7R,3.3μF,50,2.24E-08,1210,[3.3e-06 3.41232e-06 3.4025e-06 3.39218e-06 3.36191e-06 3.32948e-06 3.27308e-06 3.1039e-06 2.94759e-06 2.75258e-06 2.47094e-06 1.83766e-06 1.58254e-06 1.2032e-06 9.53564e-07],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],3.30E-06,9.54E-07,50,0.288958788,0.001953026,1.56E-06,87188.67752
TDK,CGA6P3X7R1H475K250AB Equiv. C3225X7R1H475K for Auto,X7R,4.7μF,50,2.24E-08,1210,[4.58155e-06 4.62361e-06 4.58002e-06 4.31812e-06 3.74589e-06 2.82559e-06 2.06427e-06 1.41066e-06],[0 4 6.3 10 16 25 35 50],4.58E-06,1.41E-06,50,0.307900165,0.002929002,2.34E-06,130759.0051
TDK,CGA6P3X7R1H475K250AD Equiv. C3225X7R1H475K for Auto,X7R,4.7μF,50,2.24E-08,1210,[4.7e-06 4.78612e-06 4.76013e-06 4.73644e-06 4.69912e-06 4.66105e-06 4.60077e-06 4.50027e-06 4.35918e-06 4.15698e-06 3.84514e-06 3.01992e-06 2.58707e-06 1.96743e-06 1.46974e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],4.70E-06,1.47E-06,50,0.312710638,0.003113396,2.49E-06,138990.9021
TDK,CGA6P3X7R1H475M250AB Equiv. C3225X7R1H475M for Auto,X7R,4.7μF,50,2.24E-08,1210,[4.58155e-06 4.62361e-06 4.58002e-06 4.31812e-06 3.74589e-06 2.82559e-06 2.06427e-06 1.41066e-06],[0 4 6.3 10 16 25 35 50],4.58E-06,1.41E-06,50,0.307900165,0.002929002,2.34E-06,130759.0051
TDK,CGA6P3X7R1H475M250AD Equiv. C3225X7R1H475M for Auto,X7R,4.7μF,50,2.24E-08,1210,[4.7e-06 4.78612e-06 4.76013e-06 4.73644e-06 4.69912e-06 4.66105e-06 4.60077e-06 4.50027e-06 4.35918e-06 4.15698e-06 3.84514e-06 3.01992e-06 2.58707e-06 1.96743e-06 1.46974e-06],[0 1 2 3.15 4 5 6.3 8 10 12.5 16 25 30 40 50],4.70E-06,1.47E-06,50,0.312710638,0.003113396,2.49E-06,138990.9021
TDK,CGA6P3X7S1H106K250AB Equiv. C3225X7S1H106K for Auto,X7S,10μF,50,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06],[0 4 6.3 10 16 25 35 50],1.00E-05,2.00E-06,50,0.199251549,0.004700941,3.76E-06,209863.4423
TDK,CGA6P3X7S1H106K250AE Equiv. C3225X7S1H106K for Auto,X7S,10μF,50,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06],[0 4 6.3 10 16 25 35 50],1.00E-05,2.00E-06,50,0.199251549,0.004700941,3.76E-06,209863.4423
TDK,CGA6P3X7S1H106M250AB Equiv. C3225X7S1H106M for Auto,X7S,10μF,50,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06],[0 4 6.3 10 16 25 35 50],1.00E-05,2.00E-06,50,0.199251549,0.004700941,3.76E-06,209863.4423
TDK,CGA6P3X7S1H106M250AE Equiv. C3225X7S1H106M for Auto,X7S,10μF,50,2.24E-08,1210,[1.00207e-05 9.99006e-06 9.5382e-06 8.52664e-06 6.66333e-06 4.45073e-06 3.04634e-06 1.99664e-06],[0 4 6.3 10 16 25 35 50],1.00E-05,2.00E-06,50,0.199251549,0.004700941,3.76E-06,209863.4423
